content_id,current_screen,claim,verification_status,required_source_type,source_url,last_checked_at,notes
txt-a736ec450d45,YouNew/Data/MockScamWarningsData.swift:213,Small upfront payment required to release larger funds,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-980a2a433525,YouNew/Data/MockScamWarningsData.swift:267,Residence and work permits must be applied for through the IND (ind.nl) directly or via a verified legal professional. Never give original documents to unverified parties.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-c22d357f44f1,YouNew/Data/MockRulesGuideData.swift:5,Bike lights are required at night and in low visibility.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-604fb9094472,YouNew/Data/MockRulesGuideData.swift:8,You must check in and out correctly with OV card or valid ticket.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-45f1c54259ab,YouNew/Data/MockRulesGuideData.swift:10,Garbage must be separated and disposed in city-defined bins and times.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-f9638f05fac2,YouNew/Data/MockRulesGuideData.swift:13,You must show valid ID when authorities legally request it.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-2bf52733ed69,YouNew/Data/MockRulesGuideData.swift:15,Working without required registration or violating labor rules can trigger sanctions.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-395496ea92d7,YouNew/Data/MockRulesGuideData.swift:17,You must keep your registered address accurate in BRP.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-c25b38dd12d3,YouNew/Data/MockRulesGuideData.swift:18,Tourists must respect stay duration and maintain suitable coverage.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-d2eebb25548b,YouNew/Data/MockRulesGuideData.swift:25,You are not required to accept unsafe conditions.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-c75dfc73df5b,YouNew/Data/CuratedPlaceHeroMediaRegistry.swift:140,Landmark role isolates the tower; safe area must keep full tower visible.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-6061c2976f8f,YouNew/Data/CuratedPlaceHeroMediaRegistry.swift:414,Largest wet heathland identity.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-82995039c3d3,YouNew/Data/MockSearchAnswersData.swift:254,"Use Studielink together with the institution's own instructions. Deadlines, required documents, and next steps can differ by programme, university, nationality, and start date.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-504316a0a875,YouNew/Data/MockSearchAnswersData.swift:275,mandatory insurance,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-c1417d105d5e,YouNew/Data/MockSearchAnswersData.swift:275,Many residents usually need Dutch basic health insurance.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-6ed57a8f941e,YouNew/Data/MockSearchAnswersData.swift:285,Use 9292 for multi-operator public transport planning.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-d9f0f72eabab,YouNew/Data/MockSearchAnswersData.swift:285,"9292 helps plan routes across bus, tram, metro, train, and ferry operators. Check shortly before departure because disruptions, platforms, and transfers can change.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-95540ee6ca55,YouNew/Data/MockSearchAnswersData.swift:490,"Open the letter immediately and check: the sender, date, deadline, and required action.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-03293b291d5a,YouNew/Data/MockSearchAnswersData.swift:517,insurance mandatory,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-3c5d2d925d09,YouNew/Data/MockSearchAnswersData.swift:523,Basic health insurance is mandatory for many residents; timing depends on your situation.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-564f89ba640c,YouNew/Data/MockSearchAnswersData.swift:594,Each city has its own portal and booking rules. Only use the official city domain and check the required document list before your appointment.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-6c887473325b,YouNew/Data/MockBeginnerGuidesData.swift:37,Assuming you automatically get a BSN without registering at the municipality. You must register in person with a valid ID and proof of address.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-70bd0d6b8415,YouNew/Data/MockBeginnerGuidesData.swift:76,"DigiD is required to access your healthcare insurer portal, tax return (Belastingdienst), toeslagen (benefits), and most government online services.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-09efe607347d,YouNew/Data/MockBeginnerGuidesData.swift:117,Everyone who lives in the Netherlands must register at their local municipality within 5 days of getting a fixed address. This registers you in the BRP.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-2e6e5a7727e2,YouNew/Data/MockBeginnerGuidesData.swift:188,Assuming the permit renews automatically. You must actively apply for renewal before the current permit expires.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-3b6fe98553e7,YouNew/Data/MockBeginnerGuidesData.swift:268,Basic health insurance (basisverzekering) is mandatory for many residents and workers. Check when your obligation starts for your situation.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-4b8a710dbdbc,YouNew/Data/MockBeginnerGuidesData.swift:439,Not knowing that vakantiegeld (8% holiday allowance) is mandatory and is usually paid out in May/June each year.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-13a83cb5ac64,YouNew/Data/MockBeginnerGuidesData.swift:519,"Every year, residents who have taxable income may need to file an annual tax return (aangifte) with the Belastingdienst. The deadline is typically May 1st.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-9dc9fe2bdb41,YouNew/Data/MockBeginnerGuidesData.swift:539,"Not filing because you think it's not required. Even if your employer already withholds tax, you may get a refund by filing voluntarily.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-97ae40e9f412,YouNew/Data/MockBeginnerGuidesData.swift:734,Front white light + rear red light required after dark,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-27582f272835,YouNew/Data/MockBeginnerGuidesData.swift:734,Bell (bel) required by law,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-3cd9efa8b5bf,YouNew/Data/MockBeginnerGuidesData.swift:734,Must use fietspaden where available,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-95f2a834eb1a,YouNew/Data/MockBeginnerGuidesData.swift:773,EU/EEA licences are valid in the Netherlands indefinitely. Non-EU licences: exchange may be required. Check rdw.nl for your country.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-849518b79bca,YouNew/Data/MockBeginnerGuidesData.swift:819,"Some newcomers are required to integrate. The applicable learning track, language level, exams, and start date are stated by DUO and in the personal integration and participation plan (PIP).",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-d1cbfd023b81,YouNew/Data/MockBeginnerGuidesData.swift:824,"If DUO says you must integrate, the integration period is normally 3 years. Check Mijn Inburgering and your PIP for your start date, learning track, and required exams.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-25e689a89f32,YouNew/Data/MockBeginnerGuidesData.swift:829,DUO can impose consequences when a person who is required to integrate does not meet the applicable obligations. Verify your own deadline and requirements in Mijn Inburgering.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-e10d963ab446,YouNew/Data/MockBeginnerGuidesData.swift:834,Whether DUO says you must integrate,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-deaf63f5f345,YouNew/Data/MockBeginnerGuidesData.swift:885,Bell must be audible,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-0a0b44739455,YouNew/Data/MockBeginnerGuidesData.swift:926,"112 — Police, Fire, Ambulance for life-threatening emergencies. 0900-8844 — Police non-emergency. For urgent non-life-threatening medical care, call your GP or local huisartsenpost.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-1ee627b1cbb8,YouNew/Data/MockBeginnerGuidesData.swift:927,"112 — Politie, brandweer, ambulance bij levensbedreigende nood. 0900-8844 — Politie niet-spoed. Voor dringende niet-levensbedreigende zorg: bel huisarts of lokale huisartsenpost.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-a11b2cf0222a,YouNew/Data/MockBeginnerGuidesData.swift:928,"112 — полиция, пожарные, скорая при угрозе жизни. 0900-8844 — полиция не срочно. Для срочной медицины без угрозы жизни звоните huisarts или местной huisartsenpost.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-1d366aa6b783,YouNew/Data/MockBeginnerGuidesData.swift:936,0900-8844 for police non-urgent,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-c00818ef2b48,YouNew/Data/MockBeginnerGuidesData.swift:936,0800-0113 suicide prevention (24/7 free),verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-425ebbae71f2,YouNew/Data/MockBeginnerGuidesData.swift:937,0900-8844 voor politie niet-urgent,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-2b40506b0ca1,YouNew/Data/MockBeginnerGuidesData.swift:937,0800-0113 suïcidepreventie (24/7 gratis),verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-ff886e7910b9,YouNew/Data/MockBeginnerGuidesData.swift:938,0900-8844 — полиция (не срочно),verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-94c0eb4abdda,YouNew/Data/MockBeginnerGuidesData.swift:938,0800-0113 — предотвращение суицида (24/7),verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-93203a157693,YouNew/Data/MockBeginnerGuidesData.swift:941,Calling 112 for a non-urgent situation. Use 0900-8844 for police questions and your own GP or local huisartsenpost for urgent medical concerns.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-885701a72ea0,YouNew/Data/MockBeginnerGuidesData.swift:942,112 bellen voor een niet-urgente situatie. Gebruik 0900-8844 voor politievragen en eigen huisarts of lokale huisartsenpost voor dringende zorg.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-74118e74f992,YouNew/Data/MockBeginnerGuidesData.swift:943,"Звонить 112 по несрочным вопросам. Используйте 0900-8844 для полиции, huisarts или местную huisartsenpost для срочной медицины.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-42b084904617,YouNew/Data/MockBeginnerGuidesData.swift:1077,"Call 0900-8020 or visit juridischloket.nl. First consultation is free. They cover work disputes, rental problems, divorce, debt, and more.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-e6dd22c08c25,YouNew/Data/MockBeginnerGuidesData.swift:1078,"Bel 0900-8020 of bezoek juridischloket.nl. Het eerste consult is gratis. Ze behandelen arbeidsgeschillen, huurproblemen, echtscheiding, schulden en meer.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-0106534611cb,YouNew/Data/MockBeginnerGuidesData.swift:1079,Позвоните 0900-8020 или зайдите на juridischloket.nl. Первая консультация бесплатна.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-a653ac2f8288,YouNew/Data/MockBeginnerGuidesData.swift:1097,"For any legal question, call 0900-8020 or go to juridischloket.nl. Act quickly — many legal deadlines are 6 weeks.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-7b002ac91733,YouNew/Data/MockBeginnerGuidesData.swift:1098,Bel voor juridische vragen 0900-8020 of ga naar juridischloket.nl. Handel snel.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-e3ffab44afd8,YouNew/Data/MockBeginnerGuidesData.swift:1099,При любом юридическом вопросе звоните 0900-8020 или идите на juridischloket.nl. Дедлайны 6 недель.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-d98ca51b2951,YouNew/Data/MockBeginnerGuidesData.swift:1128,"Talk to your GP first. For crisis support call 0800-0113 (suicide prevention, free, 24/7). GGZ waiting lists can be 6-12 months — act early.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-dd09b9450314,YouNew/Data/MockBeginnerGuidesData.swift:1129,"Praat eerst met uw huisarts. Voor crisis: bel 0800-0113 (suïcidepreventie, gratis, 24/7). GGZ-wachtlijsten kunnen 6-12 maanden bedragen.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-9f6fe9e24bb6,YouNew/Data/MockBeginnerGuidesData.swift:1130,"Сначала обратитесь к GP. При кризисе: 0800-0113 (бесплатно, 24/7). Очереди в GGZ 6–12 месяцев — действуйте заранее.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-47194abcce14,YouNew/Data/MockBeginnerGuidesData.swift:1138,GP referral required for most GGZ services,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-1f761c676382,YouNew/Data/MockBeginnerGuidesData.swift:1138,Crisis line: 0800-0113 (24/7 free),verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-97111a979d05,YouNew/Data/MockBeginnerGuidesData.swift:1139,Crisislijn: 0800-0113 (24/7 gratis),verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-a2c275af913c,YouNew/Data/MockBeginnerGuidesData.swift:1140,Кризисная линия: 0800-0113 (24/7 бесплатно),verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-efdf9b05b6b3,YouNew/Data/MockDutchTermsData.swift:49,Basisregistratie Personen — the national database where all residents register their address and personal details. Your entry in the BRP is the basis for receiving your BSN and most government services.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-4a14ab90bf46,YouNew/Data/MockDutchTermsData.swift:262,The mandatory annual health insurance deductible — the amount you pay yourself each year for eligible medical costs before your insurer covers the rest. Check the current year's amount via the Rijksoverheid website.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-356e0178ef43,YouNew/Data/MockDutchTermsData.swift:281,Healthcare allowance — a monthly benefit from the government helping to cover the cost of mandatory health insurance if your income is below a set threshold. Apply via toeslagen.nl.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-02b027166262,YouNew/Data/MockDutchTermsData.swift:359,"Civic integration — the legal requirement for certain newcomers to learn Dutch, understand Dutch society, and pass official exams. DUO manages the inburgering process. Check ind.nl and duo.nl for who must inburgeren.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-47378974aa5e,YouNew/Data/MockDutchTermsData.swift:362,The integration requirement for some newcomers — includes learning Dutch and passing civic tests. Not everyone must inburgeren; check your obligation on ind.nl.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-28dc6b7fa330,YouNew/Data/MockDutchTermsData.swift:421,Temporary benefits from UWV if you lose your job. You must have worked enough to qualify. Apply quickly — there are strict deadlines.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-0967c2b98811,YouNew/Data/MockDutchTermsData.swift:439,Health insurance — mandatory basic coverage (basisverzekering) required for most residents of the Netherlands. Supplementary packages are optional. Compare insurers each November/December when switching is possible.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-e711c00b9af7,YouNew/Data/MockDutchTermsData.swift:442,Your mandatory Dutch health insurance. Take it out within the required period after arriving or registering. Compare policies at zorgwijzer.nl.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-9499a0494f6f,YouNew/Data/MockDutchTermsData.swift:574,Cycle path — a dedicated lane or path for cyclists. Using the correct lane is required by law. Cyclists must not ride on pavements (stoep) or on roads where a fietspad is provided.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-3d520d6e7755,YouNew/Data/MockDutchTermsData.swift:711,Notice period — the minimum time you or your employer must give before ending an employment contract. Typically one month for employees. For employers it increases with length of service. Check your contract and CAO.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-64de7b1c635a,YouNew/Data/MockDutchTermsData.swift:714,"How much notice you must give when leaving a job. Usually one month — check your contract, as CAO or contract terms may differ.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-63416186a3e5,YouNew/Data/MockChecklistData.swift:77,Check when you are required to have a zorgverzekering in your situation.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-a181bbdf562b,YouNew/Data/MockChecklistData.swift:161,"Always check the sender, date, deadline, and required action first.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-71825f4fb23c,YouNew/Data/MockNetherlandsUnderstandingData.swift:96,Book timed tickets when required and check free library or museum-card options separately.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-198568a3c12d,YouNew/Data/MockNetherlandsUnderstandingData.swift:320,The Delta Works are a core example of modern Dutch flood protection after the 1953 North Sea flood.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-95b3249f5d0d,YouNew/Data/MockNetherlandsUnderstandingData.swift:320,De Deltawerken zijn een kernvoorbeeld van moderne Nederlandse hoogwaterbescherming na de Watersnoodramp van 1953.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-269db1028c3b,YouNew/Data/MockNetherlandsUnderstandingData.swift:320,Delta Works - ключевой пример современной защиты от наводнений после шторма 1953 года.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-47f06aa58af5,YouNew/Data/MockFineInfoData.swift:117,"If a resident who is required to have Dutch health insurance does not take out coverage or allows it to lapse, the CAK may issue an administrative order.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-28ebd9a45304,YouNew/Data/MockFineInfoData.swift:131,"Ensure you have valid health insurance as soon as required. If you receive a letter from CAK, read it fully and follow instructions. Verify the process on official CAK or Government.nl sources.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-6d9ea8068dd2,YouNew/Data/MockFineInfoData.swift:177,"Failing to register at the municipality when required, or registering with incorrect details, may have administrative consequences. The BRP needs to reflect your actual address.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-a50a0ac3a47c,YouNew/Data/MockFineInfoData.swift:191,Register promptly when you have a fixed address. Report address changes within the required timeframe. Check your municipality's official website for procedures.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-a7f63f6446b8,YouNew/Data/MockFineInfoData.swift:251,Verify whether your foreign licence is valid in the Netherlands and whether an exchange is required. Check the RDW website for rules applicable to your country of origin.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-ff0eff3c1cab,YouNew/Data/MockDeadlinesData.swift:28,Confirm from which date Dutch basic health insurance (zorgverzekering) is required for your situation. Taking it out late may have financial consequences.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-af45712605f2,YouNew/Data/MockExpansionData.swift:28,Dutch basic health insurance can be mandatory depending on residence and work status.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-97e5f5a1cfe2,YouNew/Data/MockExpansionData.swift:29,"A legal rental setup should be written, verifiable, and compatible with municipality registration where required.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-f9155ce1018b,YouNew/Data/MockExpansionData.swift:30,"NS, 9292, local operators, and OV-chipkaart/OVpay cover most everyday travel flows.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-32186aed33f0,YouNew/Data/MockExpansionData.swift:30,Plan routes with 9292 or NS,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-2e421ef96758,YouNew/Data/MockExpansionData.swift:36,Assuming no answer means no action required,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-05b36752247b,YouNew/Data/MockExpansionData.swift:41,Check airport and NS/9292 before travel,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-3bc11e7a7e68,YouNew/Data/MockExpansionData.swift:43,Check whether integration is mandatory for your status,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-7ce59dc10b86,YouNew/Data/MockExpansionData.swift:50,Newcomers should distinguish mandatory insurance from optional risk cover and compare exclusions before buying.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-40732c64b53c,YouNew/Data/MockExpansionData.swift:53,"Tourists and residents should check opening hours directly, reserve for popular areas, and confirm dietary needs.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-e4b0b25d6312,YouNew/Data/MockExpansionData.swift:63,"LGBTQ+ residents and visitors can use anti-discrimination channels, community organizations, healthcare routes, and local safety support.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-a69b96d152df,YouNew/Data/MockExpansionData.swift:91,Check required documents before registration.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-e842cf29a79a,YouNew/Data/MockExpansionData.swift:104,You received an official Dutch letter and do not understand the required action.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-8f9ff41438b4,YouNew/Data/MockExpansionData.swift:142,about 2.9M,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-672507674f67,YouNew/Data/MockExpansionData.swift:142,0900-8844 police non-emergency,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-7eac123dbefd,YouNew/Data/MockExpansionData.swift:143,about 3.8M,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-d2aa9310b45b,YouNew/Data/MockExpansionData.swift:143,0900-8844 police non-emergency,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-05ff1960e2cc,YouNew/Data/MockExpansionData.swift:144,about 1.4M,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-e7764b228671,YouNew/Data/MockExpansionData.swift:144,0900-8844 police non-emergency,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-b1e250569f27,YouNew/Data/MockExpansionData.swift:145,about 2.6M,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-1d1f4e562eb7,YouNew/Data/MockExpansionData.swift:145,0900-8844 police non-emergency,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-702be31f9fe9,YouNew/Data/MockExpansionData.swift:146,about 600K,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-550f58440831,YouNew/Data/MockExpansionData.swift:146,0900-8844 police non-emergency,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-de89df66949d,YouNew/Data/MockExpansionData.swift:147,about 1.1M,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-10a9905d1704,YouNew/Data/MockExpansionData.swift:147,0900-8844 police non-emergency,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-2ab1ba0ce7bd,YouNew/Data/MockExpansionData.swift:153,"Government, diplomacy, international courts, and many international residents.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-b7a95ddd0c08,YouNew/Data/MockExpansionData.swift:221,"City images must be local, project-owned, public-domain, or properly licensed before release.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-15f4413530e7,YouNew/Data/MockLettersData.swift:95,Open your DUO account and check which action is required.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-d7ae76c15cee,YouNew/Data/MockLettersData.swift:109,Usually reminds you to check whether Dutch basic health insurance is required.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-1e725342720b,YouNew/Data/MockLettersData.swift:143,Check what action is required and ask the landlord in writing if anything is unclear.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-044588570f06,YouNew/Data/MockDailyLifeData.swift:21,Basic health insurance (basisverzekering) is mandatory for everyone in the Netherlands.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-bf05b93efec2,YouNew/Data/MockDailyLifeData.swift:22,"Every resident must take out basic health insurance (basisverzekering) within four months of registering. The basic package covers GP visits, hospital care, and essential medicines. You pay a monthly premium plus an annual excess (eigen risico). The mandatory eigen risico is set by the government and can change, so check the current amount with your insurer or on Government.nl before choosing a policy. Once you spend your eigen risico on eligible healthcare, the insurer covers the rest. You can also choose supplementary insurance (aanvullende verzekering) for extras like dental and physiotherapy.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-65b649f13455,YouNew/Data/MockDailyLifeData.swift:49,Non-Emergency Medical Line — 0900-8833,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-80afa109992e,YouNew/Data/MockDailyLifeData.swift:52,"Outside regular GP hours (evenings, weekends, public holidays), you can call the huisartsenpost (HAP) for urgent medical questions. The number varies by region but is typically 0900-8833 or found via your GP's answering machine. For life-threatening emergencies, always call 112. The HAP can give phone advice, arrange a consultation, or direct you to the nearest emergency department.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-deb69f657095,YouNew/Data/MockDailyLifeData.swift:94,"Dutch IBANs start with NL followed by 2 check digits, 4 bank letters, and 10 digits (e.g. NL91 ABNA 0417 1643 00). Bank transfers (overboekingen) within the Netherlands are typically free and instant. Recurring payments can be set up as a direct debit (automatische incasso). When giving your bank details for salary, always provide your full IBAN.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-4ee56c52e8ba,YouNew/Data/MockDailyLifeData.swift:126,"Each region has its own public transport operator: GVB (Amsterdam), RET (Rotterdam), HTM (Den Haag), U-OV (Utrecht), and others. All use the OV-chipkaart for check-in/check-out. Most cities have tram, bus, and in Amsterdam and Rotterdam, metro lines. Journey planner apps like 9292 (9292.nl) are excellent for planning multi-modal trips including transfers.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-28fac5d90dd8,YouNew/Data/MockDailyLifeData.swift:127,Download the 9292 app — it plans routes across all operators and modes of transport in real time. You can also use Google Maps for public transport in the Netherlands.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
