content_id,current_screen,current_text,problem_type,recommended_category,recommended_text,source_required,source_url,last_verified_at,notes
txt-0c93dfc6585c,YouNew/ru.lproj/Localizable.strings:1054,ЛГБТК+ поддержка,duplicate_exact_text,explore,Reference canonical item txt-d3744d453894; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-ec7b2f3ff321,YouNew/ru.lproj/Localizable.strings:1057,Мошенничество,duplicate_exact_text,explore,Reference canonical item txt-7bac1028d5ff; do not store another copy.,false,,,Duplicate occurrences: 7.
txt-3495668583d7,YouNew/ru.lproj/Localizable.strings:1059,Места для посещения,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-229ab8b68689; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-79176f5bf223,YouNew/nl.lproj/Localizable.strings:15,Begin hier,duplicate_exact_text,explore,Reference canonical item txt-4bd746251bcc; do not store another copy.,false,,,Duplicate occurrences: 8.
txt-2f285affdbc3,YouNew/nl.lproj/Localizable.strings:17,Hulp in de buurt,duplicate_exact_text,explore,Reference canonical item txt-45066db94518; do not store another copy.,false,,,Duplicate occurrences: 7.
txt-5870101f3f00,YouNew/nl.lproj/Localizable.strings:35,Lokale herinneringen,duplicate_exact_text,explore,Reference canonical item txt-3ffda19f89f5; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-f2de1f225921,YouNew/nl.lproj/Localizable.strings:40,Vragen zoeken,duplicate_exact_text,explore,Reference canonical item txt-f2de1f225921; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-5bbdcb62777a,YouNew/nl.lproj/Localizable.strings:42,"Zoek naar regels, documenten, diensten…",duplicate_exact_text|possibly_truncated_text,getting-started,Reference canonical item txt-b37ac64695e4; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-89c548363a36,YouNew/nl.lproj/Localizable.strings:48,Zoek veelgestelde vragen van nieuwkomers.,duplicate_exact_text,explore,Reference canonical item txt-f83d8973f681; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-7be2be8c8f4d,YouNew/nl.lproj/Localizable.strings:52,Bron-eerst uitlegmodus en vervolgstappen,duplicate_exact_text,explore,Reference canonical item txt-fdd0fd3e08ec; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-183f5b68477b,YouNew/nl.lproj/Localizable.strings:54,Even denken...,possibly_truncated_text,explore,Even denken...,false,,,
txt-1989b64a488b,YouNew/nl.lproj/Localizable.strings:60,Open kaart,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-1989b64a488b; do not store another copy.,false,,,Duplicate occurrences: 7.
txt-bd333f0b448b,YouNew/nl.lproj/Localizable.strings:62,Wat is DigiD?,duplicate_exact_text,official-services,Reference canonical item txt-2da136f17e92; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-bfdc728125f3,YouNew/nl.lproj/Localizable.strings:68,Hulp in de buurt,duplicate_exact_text,explore,Reference canonical item txt-45066db94518; do not store another copy.,false,,,Duplicate occurrences: 7.
txt-10863762f651,YouNew/nl.lproj/Localizable.strings:72,Gebruik huidige locatie,duplicate_exact_text,explore,Reference canonical item txt-7f7457f83fc6; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-2321aa15c61d,YouNew/nl.lproj/Localizable.strings:76,"Zoek instanties, stations, zorg, juridische hulp…",possibly_truncated_text,explore,"Zoek instanties, stations, zorg, juridische hulp…",false,,,
txt-02c2b67df442,YouNew/nl.lproj/Localizable.strings:77,Begeleide route,duplicate_exact_text,explore,Reference canonical item txt-a68997034fec; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-0521449163de,YouNew/nl.lproj/Localizable.strings:78,Steunpunten in de stad,duplicate_exact_text,explore,Reference canonical item txt-920933846d59; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-5480b64094a6,YouNew/nl.lproj/Localizable.strings:86,Juridische hulp,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-57466f87ea54; do not store another copy.,false,,,Duplicate occurrences: 20.
txt-80d5ff94cce3,YouNew/nl.lproj/Localizable.strings:98,Kort antwoord,duplicate_exact_text,explore,Reference canonical item txt-2cfe0afbd941; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-5497a5e4b0f5,YouNew/nl.lproj/Localizable.strings:100,Waarom dit belangrijk is,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-5497a5e4b0f5; do not store another copy.,false,,,Duplicate occurrences: 8.
txt-f5d17cde2506,YouNew/nl.lproj/Localizable.strings:102,Veelgemaakte fout,duplicate_exact_text,explore,Reference canonical item txt-b9c638207440; do not store another copy.,false,,,Duplicate occurrences: 5.
txt-2b546ec719d7,YouNew/nl.lproj/Localizable.strings:103,Veilige volgende stap,duplicate_exact_text,explore,Reference canonical item txt-46a3499db3a7; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-a5ce9c388f04,YouNew/nl.lproj/Localizable.strings:104,Officiële bron,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-69754b32bd73; do not store another copy.,false,,,Duplicate occurrences: 20.
txt-a8e70d75f79c,YouNew/nl.lproj/Localizable.strings:105,Open officiële bron,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-a8e70d75f79c; do not store another copy.,false,,,Duplicate occurrences: 5.
txt-b63d0965fd2d,YouNew/nl.lproj/Localizable.strings:106,Gerelateerde onderwerpen,duplicate_exact_text,explore,Reference canonical item txt-9d0f8b126abc; do not store another copy.,false,,,Duplicate occurrences: 5.
txt-aa359ae9e0e2,YouNew/nl.lproj/Localizable.strings:107,Nederlandse termen,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-f658b73f62ac; do not store another copy.,false,,,Duplicate occurrences: 11.
txt-b9f6567fb337,YouNew/nl.lproj/Localizable.strings:108,Laatst bijgewerkt,duplicate_exact_text,explore,Reference canonical item txt-b9f6567fb337; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-593d098490ae,YouNew/nl.lproj/Localizable.strings:110,Alleen ter informatie. Regels kunnen veranderen. Controleer altijd de officiële bron.,duplicate_exact_text,explore,Reference canonical item txt-60a0d54e7cb6; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-c64ac2597ffc,YouNew/nl.lproj/Localizable.strings:114,"Probeer een andere zoekopdracht, open officiële bronnen of vraag AI.",duplicate_exact_text,explore,Reference canonical item txt-9061e8d9c1dd; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-3ad8119bbe0f,YouNew/nl.lproj/Localizable.strings:115,"Open Places, officiële bronnen of vraag AI naar opties dichtbij.",duplicate_exact_text,explore,Reference canonical item txt-d02c25a542e5; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-9a4a441dc80f,YouNew/nl.lproj/Localizable.strings:126,Boetes en sancties,duplicate_exact_text,explore,Reference canonical item txt-9a4a441dc80f; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-35d06b681c54,YouNew/nl.lproj/Localizable.strings:127,Nederlandse termen,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-f658b73f62ac; do not store another copy.,false,,,Duplicate occurrences: 11.
txt-bcb1793d1bf8,YouNew/nl.lproj/Localizable.strings:128,Veelgemaakte fouten,duplicate_exact_text,explore,Reference canonical item txt-7fe81e3787ee; do not store another copy.,false,,,Duplicate occurrences: 12.
txt-c37deaac1f25,YouNew/nl.lproj/Localizable.strings:129,Officiële bronnen,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-7558a78f2dd0; do not store another copy.,false,,,Duplicate occurrences: 44.
txt-f7a2d0c932af,YouNew/nl.lproj/Localizable.strings:130,Vragen zoeken,duplicate_exact_text,explore,Reference canonical item txt-f2de1f225921; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-8892cdb46629,YouNew/nl.lproj/Localizable.strings:138,Brief uploaden,duplicate_exact_text,explore,Reference canonical item txt-92587efe2748; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-af233e5f7170,YouNew/nl.lproj/Localizable.strings:139,Brief scannen,duplicate_exact_text,explore,Reference canonical item txt-ed476ed75ace; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-ff9f87f89068,YouNew/nl.lproj/Localizable.strings:140,Tekst extraheren,duplicate_exact_text,explore,Reference canonical item txt-95f08f46ec9b; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-a15c017e33e5,YouNew/nl.lproj/Localizable.strings:141,Geëxtraheerde tekst,duplicate_exact_text,explore,Reference canonical item txt-fb2a95f07a85; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-cc582ce88b73,YouNew/nl.lproj/Localizable.strings:142,Lokale tekstcontrole,duplicate_exact_text,explore,Reference canonical item txt-8b6cfa07c862; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-334618f97edb,YouNew/nl.lproj/Localizable.strings:144,"Begin met documenten, bronnen of zoeken.",duplicate_exact_text,getting-started,Reference canonical item txt-2f7ad0855d57; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-3b1106b488dd,YouNew/nl.lproj/Localizable.strings:146,Gebruik voorbeelden om officiële brieven te begrijpen,duplicate_exact_text,explore,Reference canonical item txt-0b88fdbe4fdd; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-69f113636e59,YouNew/nl.lproj/Localizable.strings:149,Talen wisselen,duplicate_exact_text,explore,Reference canonical item txt-cc04522e32c1; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-ac78371c8765,YouNew/nl.lproj/Localizable.strings:151,Alleen taalhulp,duplicate_exact_text,explore,Reference canonical item txt-298c02676c3b; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-2f739027a414,YouNew/nl.lproj/Localizable.strings:152,Vertalingen kunnen onvolledig of onjuist zijn. Controleer belangrijke informatie bij officiële instanties.,duplicate_exact_text,explore,Reference canonical item txt-1c4d10d2d206; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-a804933f7786,YouNew/nl.lproj/Localizable.strings:156,Taal detecteren,duplicate_exact_text,explore,Reference canonical item txt-5a4ea89e1dfa; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-73ea0f943a87,YouNew/nl.lproj/Localizable.strings:158,Vertaalde tekst,duplicate_exact_text,explore,Reference canonical item txt-248a61d5dffc; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-98ade6ce91d7,YouNew/nl.lproj/Localizable.strings:160,Mogelijke betekenis,duplicate_exact_text,explore,Reference canonical item txt-983cd4605b7c; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-3a267552f825,YouNew/nl.lproj/Localizable.strings:166,Vertaalde tekst kopiëren,duplicate_exact_text,explore,Reference canonical item txt-4e251bfe1548; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-9d3374cdece9,YouNew/nl.lproj/Localizable.strings:167,Recente vertalingen,duplicate_exact_text,explore,Reference canonical item txt-43ce9be7af60; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-bc474c958001,YouNew/nl.lproj/Localizable.strings:168,Vertaal een brief of bericht om het hier te bewaren.,duplicate_exact_text,explore,Reference canonical item txt-925292d06e03; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-954926f7ce74,YouNew/nl.lproj/Localizable.strings:170,Boetes en sancties,duplicate_exact_text,explore,Reference canonical item txt-9a4a441dc80f; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-975b850808b4,YouNew/nl.lproj/Localizable.strings:173,Kies een andere categorie of controleer officiële bronnen.,duplicate_exact_text,explore,Reference canonical item txt-169c3736e264; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-9ca04daeabb1,YouNew/nl.lproj/Localizable.strings:175,Wat dit betekent,duplicate_exact_text,explore,Reference canonical item txt-edc9ac7f6848; do not store another copy.,false,,,Duplicate occurrences: 6.
txt-fd286ca14217,YouNew/nl.lproj/Localizable.strings:178,Wat te doen,duplicate_exact_text,explore,Reference canonical item txt-0acd83aa70e3; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-8118314a1987,YouNew/nl.lproj/Localizable.strings:180,Open in Apple Maps,duplicate_exact_text,explore,Reference canonical item txt-a0ef45d7059f; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-961d0862bc02,YouNew/nl.lproj/Localizable.strings:186,Voorbeelden herinneringen,duplicate_exact_text,explore,Reference canonical item txt-561c8fe245ee; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-323359b3a9fa,YouNew/nl.lproj/Localizable.strings:189,Plan lokale melding,duplicate_exact_text,explore,Reference canonical item txt-ae6e59eac527; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-a29877aed39b,YouNew/nl.lproj/Localizable.strings:190,Snooze +2 dagen,duplicate_exact_text,explore,Reference canonical item txt-6f9eeb58746f; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-b2d12cbaef7e,YouNew/nl.lproj/Localizable.strings:191,Nieuwe modules,duplicate_exact_text,explore,Reference canonical item txt-7736a4480a4c; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-c47fd042a346,YouNew/nl.lproj/Localizable.strings:194,Overlevingsgids NL,duplicate_exact_text,explore,Reference canonical item txt-bf37b28b749a; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-f3ab2eb97729,YouNew/nl.lproj/Localizable.strings:200,Navigeer Nederlandse systemen duidelijk,duplicate_exact_text,explore,Reference canonical item txt-f3ab2eb97729; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-b0a9478cde7f,YouNew/nl.lproj/Localizable.strings:204,Navigeer Nederlandse systemen duidelijk,duplicate_exact_text,explore,Reference canonical item txt-f3ab2eb97729; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-d5e38a05285b,YouNew/nl.lproj/Localizable.strings:205,Begrijp brieven en deadlines,duplicate_exact_text,explore,Reference canonical item txt-d5e38a05285b; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-242217783534,YouNew/nl.lproj/Localizable.strings:206,Vind officiële bronnen sneller,duplicate_exact_text,official-services,Reference canonical item txt-242217783534; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-4d2dd9b7e519,YouNew/nl.lproj/Localizable.strings:207,Voorkom veelgemaakte nieuwkomersfouten,duplicate_exact_text,explore,Reference canonical item txt-4d2dd9b7e519; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-1995efad78fb,YouNew/nl.lproj/Localizable.strings:208,Eén gids voor leven in Nederland,duplicate_exact_text,explore,Reference canonical item txt-1995efad78fb; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-4a50e0f0b558,YouNew/nl.lproj/Localizable.strings:210,Navigeer Nederlandse systemen duidelijk,duplicate_exact_text,explore,Reference canonical item txt-f3ab2eb97729; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-d5620cdb654c,YouNew/nl.lproj/Localizable.strings:211,Begrijp brieven en deadlines,duplicate_exact_text,explore,Reference canonical item txt-d5e38a05285b; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-102b3006d7a5,YouNew/nl.lproj/Localizable.strings:212,Vind officiële bronnen sneller,duplicate_exact_text,official-services,Reference canonical item txt-242217783534; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-ccfc3e2955b8,YouNew/nl.lproj/Localizable.strings:213,Voorkom veelgemaakte nieuwkomersfouten,duplicate_exact_text,explore,Reference canonical item txt-4d2dd9b7e519; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-2333ddad4926,YouNew/nl.lproj/Localizable.strings:214,Eén gids voor leven in Nederland,duplicate_exact_text,explore,Reference canonical item txt-1995efad78fb; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-52ca484a25c7,YouNew/nl.lproj/Localizable.strings:219,"Voorbereide maten: 16, 32, 64, 128, 256, 512, 1024 px. AppIcon is gekoppeld in Assets.xcassets.",fact_requires_verification,explore,"Voorbereide maten: 16, 32, 64, 128, 256, 512, 1024 px. AppIcon is gekoppeld in Assets.xcassets.",true,,,
txt-b364bd300c3e,YouNew/nl.lproj/Localizable.strings:224,Vluchteling / Statushouder,duplicate_exact_text,explore,Reference canonical item txt-2fef05e5958e; do not store another copy.,false,,,Duplicate occurrences: 6.
txt-e80755385136,YouNew/nl.lproj/Localizable.strings:225,Tijdelijke werknemer,duplicate_exact_text,explore,Reference canonical item txt-b60c9c63d6f9; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-823fde3223ec,YouNew/nl.lproj/Localizable.strings:226,Komt binnenkort aan,duplicate_exact_text,explore,Reference canonical item txt-07bb642328ea; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-0f026d75ac2b,YouNew/nl.lproj/Localizable.strings:227,Onlangs aangekomen,duplicate_exact_text,explore,Reference canonical item txt-344c747f6c44; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-1c85d2a96fc2,YouNew/nl.lproj/Localizable.strings:228,Woont al in NL,duplicate_exact_text,explore,Reference canonical item txt-167829af2231; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-18c791c6669b,YouNew/nl.lproj/Localizable.strings:237,Snelle acties,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-2ad3e8ff96e0; do not store another copy.,false,,,Duplicate occurrences: 8.
txt-a3d274f5ff38,YouNew/nl.lproj/Localizable.strings:243,Officiële bronnen,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-7558a78f2dd0; do not store another copy.,false,,,Duplicate occurrences: 44.
txt-43cf0d452461,YouNew/nl.lproj/Localizable.strings:247,Voor vandaag,duplicate_exact_text,explore,Reference canonical item txt-43cf0d452461; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-f3b7f3ef1a8b,YouNew/nl.lproj/Localizable.strings:251,Boetes en sancties,duplicate_exact_text,explore,Reference canonical item txt-9a4a441dc80f; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-418fbe0ffc3f,YouNew/nl.lproj/Localizable.strings:253,Veelgemaakte fouten,duplicate_exact_text,explore,Reference canonical item txt-7fe81e3787ee; do not store another copy.,false,,,Duplicate occurrences: 12.
txt-4be25adb2115,YouNew/nl.lproj/Localizable.strings:271,Officiële bron,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-69754b32bd73; do not store another copy.,false,,,Duplicate occurrences: 20.
txt-6fba89626c0a,YouNew/nl.lproj/Localizable.strings:272,Bron vermeld,duplicate_exact_text,explore,Reference canonical item txt-a79d67c95931; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-ea760ef6319e,YouNew/nl.lproj/Localizable.strings:276,Veelgemaakte fout: %@,duplicate_exact_text,explore,Reference canonical item txt-b9c638207440; do not store another copy.,false,,,Duplicate occurrences: 5.
txt-4fc5dd676eb9,YouNew/nl.lproj/Localizable.strings:277,Volgende aanbevolen stap,duplicate_exact_text,explore,Reference canonical item txt-1bad8ae9ea20; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-2542968d2422,YouNew/nl.lproj/Localizable.strings:279,Officiële bron: %@,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-69754b32bd73; do not store another copy.,false,,,Duplicate occurrences: 20.
txt-cbb924154fe8,YouNew/nl.lproj/Localizable.strings:282,Uw locatie blijft op uw apparaat. Controleer openingstijden en eisen altijd op officiële websites.,duplicate_exact_text,explore,Reference canonical item txt-4413dfcca708; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-0ae603fdc906,YouNew/nl.lproj/Localizable.strings:283,Geen automatische gegevensverzending,duplicate_exact_text,explore,Reference canonical item txt-18dae5348241; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-0e2f0ed30ae0,YouNew/nl.lproj/Localizable.strings:284,Stad kiezen,duplicate_exact_text,explore,Reference canonical item txt-fb5b5ed114b6; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-e8c8fddc23f9,YouNew/nl.lproj/Localizable.strings:289,Zoek Nederlandse termen…,duplicate_exact_text|possibly_truncated_text,explore,Reference canonical item txt-c35ba058ff19; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-e7342b04f74b,YouNew/nl.lproj/Localizable.strings:290,Probeer een andere term of open verwante officiële bronnen.,duplicate_exact_text,explore,Reference canonical item txt-0614c2630855; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-13a097f6dee4,YouNew/nl.lproj/Localizable.strings:295,Zoek onderwerpen…,possibly_truncated_text,explore,Zoek onderwerpen…,false,,,
txt-2512a4a5f015,YouNew/nl.lproj/Localizable.strings:296,"Probeer een ander onderwerp, reset filters of open officiële bronnen.",duplicate_exact_text,explore,Reference canonical item txt-2c4d20d3fa1e; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-efe0c8ec6c15,YouNew/nl.lproj/Localizable.strings:300,Gerelateerde instantie: %@,duplicate_exact_text,explore,Reference canonical item txt-efe0c8ec6c15; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-aa3955fdc752,YouNew/nl.lproj/Localizable.strings:301,Laatst bijgewerkt: %@,duplicate_exact_text,explore,Reference canonical item txt-b9f6567fb337; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-970a0269fbf6,YouNew/nl.lproj/Localizable.strings:313,Gerelateerde gidsen,duplicate_exact_text,explore,Reference canonical item txt-7e972351966c; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-0eebe57e3c89,YouNew/nl.lproj/Localizable.strings:314,Vertrouwen en veiligheid,duplicate_exact_text,explore,Reference canonical item txt-11ed29fbe734; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-d98c77e2b553,YouNew/nl.lproj/Localizable.strings:319,Details inklappen,duplicate_exact_text,explore,Reference canonical item txt-1da2163967a9; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-c01e92d3d622,YouNew/nl.lproj/Localizable.strings:320,Details uitklappen,duplicate_exact_text,explore,Reference canonical item txt-2ed5867d896a; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-18754cc75459,YouNew/nl.lproj/Localizable.strings:321,Aanbevolen timing: %@,duplicate_exact_text,explore,Reference canonical item txt-16f10a93781d; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-0feae3df042e,YouNew/nl.lproj/Localizable.strings:322,Mogelijke deadline:,duplicate_exact_text,explore,Reference canonical item txt-e9a6f387230d; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-07ea3b4b6fd3,YouNew/nl.lproj/Localizable.strings:333,Bijgewerkt: %@,duplicate_exact_text,explore,Reference canonical item txt-9f7ca245744a; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-a081f14211f0,YouNew/nl.lproj/Localizable.strings:334,Periodiek controleren,duplicate_exact_text,explore,Reference canonical item txt-e73ad870c5bd; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-ce3f881c321c,YouNew/nl.lproj/Localizable.strings:336,Pagina bijgewerkt.,duplicate_exact_text,explore,Reference canonical item txt-4272a605e039; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-3210da4b4791,YouNew/nl.lproj/Localizable.strings:337,Kort antwoord,duplicate_exact_text,explore,Reference canonical item txt-2cfe0afbd941; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-ee81b1c0d60c,YouNew/nl.lproj/Localizable.strings:341,Gerelateerde instantie,duplicate_exact_text,explore,Reference canonical item txt-efe0c8ec6c15; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-9eaeface7bdb,YouNew/nl.lproj/Localizable.strings:344,Gerelateerde vragen,duplicate_exact_text,explore,Reference canonical item txt-3c3639447740; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-5f0c901cf8de,YouNew/nl.lproj/Localizable.strings:358,Tags: %@,duplicate_exact_text,explore,Reference canonical item txt-9660126bdd13; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-a060c417f912,YouNew/nl.lproj/Localizable.strings:364,Zoek instanties…,possibly_truncated_text,explore,Zoek instanties…,false,,,
txt-c0c3c3ae7aa3,YouNew/nl.lproj/Localizable.strings:365,Gebruik een andere officiële route,duplicate_exact_text,explore,Reference canonical item txt-21baf137bf32; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-ccaeba34f3ae,YouNew/nl.lproj/Localizable.strings:380,Vraag zonder persoonsgegevens…,duplicate_exact_text|possibly_truncated_text,explore,Reference canonical item txt-9651aa0dcf18; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-57c6b29a2b75,YouNew/nl.lproj/Localizable.strings:382,Geen plaatsen gevonden,duplicate_exact_text,explore,Reference canonical item txt-9015ed51bb5f; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-0502fa1795d3,YouNew/nl.lproj/Localizable.strings:383,Probeer een andere zoekopdracht of categorie,duplicate_exact_text,explore,Reference canonical item txt-a428165fd4c3; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-e06b798bede8,YouNew/nl.lproj/Localizable.strings:384,"Wissel van stad, wis je zoekopdracht of gebruik filters om steunpunten voor nieuwkomers te vinden.",duplicate_exact_text,official-services,Reference canonical item txt-595d35174952; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-5bee5ffe78ac,YouNew/nl.lproj/Localizable.strings:385,Voeg een herinnering toe vanuit checkliststappen of belangrijke documenten.,duplicate_exact_text,getting-started,Reference canonical item txt-ca2557df7a6e; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-ebb96380d8e9,YouNew/nl.lproj/Localizable.strings:386,Je huidige checkliststappen zijn klaar.,duplicate_exact_text,explore,Reference canonical item txt-e7de1ba11244; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-9ffea2cb152a,YouNew/nl.lproj/Localizable.strings:387,Bewaar een briefuitleg na het scannen of openen van een document.,duplicate_exact_text,getting-started,Reference canonical item txt-68dd538372ae; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-02ada2ce292b,YouNew/nl.lproj/Localizable.strings:388,"Open Officiële bronnen, Places of Zoeken voor alternatieven met bronvermelding.",duplicate_exact_text,explore,Reference canonical item txt-408ae3e873e5; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-5957de01ff65,YouNew/nl.lproj/Localizable.strings:389,Bewaar nuttige items terwijl je verkent.,duplicate_exact_text,explore,Reference canonical item txt-247495dfa8a8; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-3f63a9600b17,YouNew/nl.lproj/Localizable.strings:391,Vraag over het leven in Nederland...,possibly_truncated_text,explore,Vraag over het leven in Nederland...,false,,,
txt-3701cb62d325,YouNew/nl.lproj/Localizable.strings:392,Hoe krijg ik een BSN?,duplicate_exact_text,getting-started,Reference canonical item txt-3701cb62d325; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-04a28941e641,YouNew/nl.lproj/Localizable.strings:397,Begin hier,duplicate_exact_text,explore,Reference canonical item txt-4bd746251bcc; do not store another copy.,false,,,Duplicate occurrences: 8.
txt-39dd211afa02,YouNew/nl.lproj/Localizable.strings:405,Gemeentelijke registratie,duplicate_exact_text,explore,Reference canonical item txt-f7ab7019eca2; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-d22edc356462,YouNew/nl.lproj/Localizable.strings:430,Regels & boetes,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-6b4032b283b6; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-7857c3ce53bb,YouNew/nl.lproj/Localizable.strings:431,Documenten en diensten,duplicate_cross_category|duplicate_exact_text,getting-started,Reference canonical item txt-c608b52c27f0; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-b0f4b4a97126,YouNew/nl.lproj/Localizable.strings:433,Werk & belasting,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-91c57079b3d9; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-93ec990a240e,YouNew/nl.lproj/Localizable.strings:438,Hulp dichtbij,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-a2789e91eb04; do not store another copy.,false,,,Duplicate occurrences: 6.
